"Activity Date","Process Date","Settle Date","Instrument","Description","Trans Code","Quantity","Price","Amount"
"11/27/2020","11/27/2020","12/1/2020","ICAGY","International Airlines Group
CUSIP: 459348108","Buy","113.870159","$4.39","($499.89)"
"11/27/2020","11/27/2020","12/1/2020","ICAGY","International Airlines Group
CUSIP: 459348108","Buy","0.025085","$4.38","($0.11)"
"11/23/2020","11/23/2020","11/23/2020","VTRS","CIL on 0.597 @ $15.39 - VTRS","CIL","","","$9.19"
"11/19/2020","11/19/2020","11/19/2020","","ACH Deposit","ACH","","","$500.00"
"11/19/2020","11/19/2020","11/23/2020","AAL","American Airlines
CUSIP: 02376R102","Buy","38.988506","$12.80","($499.01)"
"11/19/2020","11/19/2020","11/23/2020","AAL","American Airlines
CUSIP: 02376R102","Buy","0.077764","$12.80","($0.99)"
"11/18/2020","11/18/2020","11/20/2020","CRON","Cronos Group
CUSIP: 22717L101","Buy","0.005278","$7.58","($0.04)"
"11/18/2020","11/18/2020","11/20/2020","CRON","Cronos Group
CUSIP: 22717L101","Buy","6.591957","$7.58","($49.96)"
"11/18/2020","11/18/2020","11/20/2020","VTRS","Viatris
CUSIP: 92556V106","Sell","3","$16.04","$48.13"
"11/17/2020","11/17/2020","11/17/2020","VTRS","Viatris
CUSIP: 92556V106","SOFF","3","",""
"11/13/2020","11/13/2020","11/17/2020","AAPL","Apple
CUSIP: 037833100
Bulk Equity Order Allocation Execution","Buy","0.005275","$119.43","($0.63)"
"11/13/2020","11/13/2020","11/17/2020","CRON","Cronos Group
CUSIP: 22717L101","Buy","56.959595","$6.93","($394.73)"
"11/13/2020","11/13/2020","11/17/2020","CRON","Cronos Group
CUSIP: 22717L101","Buy","0.761732","$6.92","($5.27)"
"11/13/2020","11/13/2020","11/17/2020","AMZN","Amazon
CUSIP: 023135106","Buy","0.064652","$3,093.45","($200.00)"
"11/13/2020","11/13/2020","11/17/2020","PFE","Pfizer
CUSIP: 717081103","Buy","4.999476","$38.20","($190.98)"
"11/13/2020","11/13/2020","11/17/2020","PFE","Pfizer
CUSIP: 717081103","Buy","0.236287","$38.20","($9.02)"
"11/13/2020","11/13/2020","11/17/2020","NIO","NIO
CUSIP: 62914V106","Sell","0.017195","$44.78","$0.75"
"11/13/2020","11/13/2020","11/17/2020","NIO","NIO
CUSIP: 62914V106","Sell","17","$44.78","$761.24"
"11/13/2020","11/13/2020","11/17/2020","NIO","NIO
CUSIP: 62914V106","Sell","0.847183","$44.82","$37.97"
"11/13/2020","11/13/2020","11/13/2020","","ACH Deposit","ACH","","","$500.00"
"11/13/2020","11/13/2020","11/17/2020","PFE","Pfizer
CUSIP: 717081103","Buy","12.99931","$38.00","($493.94)"
"11/13/2020","11/13/2020","11/17/2020","PFE","Pfizer
CUSIP: 717081103","Buy","0.159626","$38.00","($6.06)"
"11/12/2020","11/12/2020","11/12/2020","AAPL","Cash Div: R/D 2020-11-09 P/D 2020-11-12 - 3.057719 shares at 0.205","CDIV","","","$0.63"
"11/12/2020","11/12/2020","11/16/2020","AAL","American Airlines
CUSIP: 02376R102","Buy","3.998726","$11.94","($47.74)"
"11/12/2020","11/12/2020","11/16/2020","AAL","American Airlines
CUSIP: 02376R102","Buy","0.189359","$11.94","($2.26)"
"11/12/2020","11/12/2020","11/16/2020","PFE","Pfizer
CUSIP: 717081103","Buy","10.598834","$37.74","($400.00)"
"11/12/2020","11/12/2020","11/16/2020","GOSS","Gossamer Bio
CUSIP: 38341P102","Sell","18.918218","$9.08","$171.78"
"11/10/2020","11/10/2020","11/10/2020","AXP","Cash Div: R/D 2020-10-09 P/D 2020-11-10 - 5 shares at 0.43","CDIV","","","$2.15"
"11/9/2020","11/9/2020","11/12/2020","NFLX","Netflix
CUSIP: 64110L106","Buy","0.000453","$485.17","($0.22)"
"11/9/2020","11/9/2020","11/12/2020","NFLX","Netflix
CUSIP: 64110L106","Buy","0.617887","$485.17","($299.78)"
"11/9/2020","11/9/2020","11/12/2020","AMZN","Amazon
CUSIP: 023135106","Buy","0.154808","$3,229.79","($500.00)"
"11/9/2020","11/9/2020","11/12/2020","TACO","Del Taco
CUSIP: 245496104","Sell","60","$8.30","$498.29"
"11/9/2020","11/9/2020","11/12/2020","TACO","Del Taco
CUSIP: 245496104","Sell","0.38768","$8.30","$3.22"
"11/9/2020","11/9/2020","11/12/2020","AXP","American Express
CUSIP: 025816109","Sell","1","$117.08","$117.08"
"11/9/2020","11/9/2020","11/12/2020","AXP","American Express
CUSIP: 025816109","Sell","1","$117.10","$117.10"
"11/9/2020","11/9/2020","11/12/2020","AXP","American Express
CUSIP: 025816109","Sell","1","$117.10","$117.10"
"11/9/2020","11/9/2020","11/12/2020","AXP","American Express
CUSIP: 025816109","Sell","1","$117.10","$117.10"
"11/9/2020","11/9/2020","11/12/2020","AXP","American Express
CUSIP: 025816109","Sell","1","$117.10","$117.10"
"10/27/2020","10/27/2020","10/29/2020","GE","GE
CUSIP: 369604103
Bulk Equity Order Allocation Execution","Buy","0.081301","$7.38","($0.60)"
"10/26/2020","10/26/2020","10/26/2020","GE","Cash Div: R/D 2020-09-28 P/D 2020-10-26 - 60 shares at 0.01","CDIV","","","$0.60"
"10/22/2020","10/22/2020","10/26/2020","NVDA","NVIDIA
CUSIP: 67066G104","Buy","0.372915","$536.32","($200.00)"
"10/22/2020","10/22/2020","10/26/2020","NFLX","Netflix
CUSIP: 64110L106","Buy","0.618869","$484.76","($300.00)"
"10/22/2020","10/22/2020","10/22/2020","","ACH Deposit","ACH","","","$500.00"
"10/21/2020","10/21/2020","10/23/2020","NFLX","Netflix
CUSIP: 64110L106","Buy","0.290957","$498.36","($145.00)"
"10/20/2020","10/20/2020","10/22/2020","WKHS","Workhorse
CUSIP: 98138J206","Sell","6.533688","$20.91","$136.64"
"10/20/2020","10/20/2020","10/22/2020","BA","Boeing
CUSIP: 097023105","Buy","0.999101","$166.87","($166.72)"
"10/20/2020","10/20/2020","10/22/2020","BA","Boeing
CUSIP: 097023105","Buy","0.199652","$166.72","($33.28)"
"10/20/2020","10/20/2020","10/22/2020","AMZN","Amazon
CUSIP: 023135106","Buy","0.092707","$3,235.98","($300.00)"
"10/20/2020","10/20/2020","10/22/2020","ICAGY","International Airlines Group
CUSIP: 459348108","Buy","177.304964","$2.82","($500.00)"
"10/20/2020","10/20/2020","10/20/2020","","ACH Deposit","ACH","","","$1,000.00"
"10/16/2020","10/16/2020","10/20/2020","GUSH","Direxion Daily S&P Oil & Gas Exp. & Prod. Bull 2X ETF
CUSIP: 25460G500","Buy","12.993255","$22.97","($298.42)"
"10/16/2020","10/16/2020","10/20/2020","GUSH","Direxion Daily S&P Oil & Gas Exp. & Prod. Bull 2X ETF
CUSIP: 25460G500","Buy","0.069048","$22.96","($1.58)"
"10/16/2020","10/16/2020","10/20/2020","AAPL","Apple
CUSIP: 037833100","Buy","1","$120.48","($120.48)"
"10/16/2020","10/16/2020","10/20/2020","AAPL","Apple
CUSIP: 037833100","Buy","0.660095","$120.48","($79.52)"
"10/16/2020","10/16/2020","10/20/2020","TACO","Del Taco
CUSIP: 245496104","Buy","0.001207","$8.28","($0.01)"
"10/16/2020","10/16/2020","10/20/2020","TACO","Del Taco
CUSIP: 245496104","Buy","60","$8.28","($496.79)"
"10/16/2020","10/16/2020","10/20/2020","TACO","Del Taco
CUSIP: 245496104","Buy","0.386473","$8.28","($3.20)"
"10/16/2020","10/16/2020","10/16/2020","","ACH Deposit","ACH","","","$1,000.00"
"10/13/2020","10/13/2020","10/15/2020","AAPL","Apple
CUSIP: 037833100","Buy","1","$121.64","($121.64)"
"10/13/2020","10/13/2020","10/15/2020","AAPL","Apple
CUSIP: 037833100","Buy","0.397624","$121.64","($48.36)"
"10/13/2020","10/13/2020","10/15/2020","WKHS","Workhorse
CUSIP: 98138J206","Buy","5.993466","$22.96","($137.61)"
"10/13/2020","10/13/2020","10/15/2020","WKHS","Workhorse
CUSIP: 98138J206","Buy","0.540222","$22.94","($12.39)"
"10/13/2020","10/13/2020","10/15/2020","GOSS","Gossamer Bio
CUSIP: 38341P102","Buy","0.005689","$10.55","($0.06)"
"10/13/2020","10/13/2020","10/15/2020","GOSS","Gossamer Bio
CUSIP: 38341P102","Buy","2","$10.55","($21.09)"
"10/13/2020","10/13/2020","10/15/2020","GOSS","Gossamer Bio
CUSIP: 38341P102","Buy","16.912529","$10.58","($178.85)"
"10/13/2020","10/13/2020","10/15/2020","DIS","Disney
CUSIP: 254687106","Sell","4","$129.14","$516.55"
"10/9/2020","10/9/2020","10/14/2020","ICAGY","International Airlines Group
CUSIP: 459348108","Buy","179.217893","$2.79","($500.00)"
"10/9/2020","10/9/2020","10/14/2020","INTC","Intel
CUSIP: 458140100","Buy","0.000375","$53.21","($0.02)"
"10/9/2020","10/9/2020","10/14/2020","INTC","Intel
CUSIP: 458140100","Buy","3","$53.21","($159.63)"
"10/9/2020","10/9/2020","10/14/2020","INTC","Intel
CUSIP: 458140100","Buy","0.758338","$53.22","($40.35)"
"10/9/2020","10/9/2020","10/14/2020","NIO","NIO
CUSIP: 62914V106","Buy","13.891139","$21.60","($300.00)"
"10/9/2020","10/9/2020","10/9/2020","","ACH Deposit","ACH","","","$1,000.00"
"9/8/2020","9/8/2020","9/10/2020","USO","United States Oil Fund
CUSIP: 91232N207","Buy","18.581489","$26.91","($500.00)"
"9/8/2020","9/8/2020","9/8/2020","","ACH Deposit","ACH","","","$500.00"
"9/2/2020","9/2/2020","9/4/2020","INTC","Intel
CUSIP: 458140100
Bulk Equity Order Allocation Execution","Buy","0.080743","$51.15","($4.13)"
"9/1/2020","9/1/2020","9/1/2020","INTC","Cash Div: R/D 2020-08-07 P/D 2020-09-01 - 12.5 shares at 0.33","CDIV","","","$4.13"
"8/31/2020","8/31/2020","9/2/2020","NIO","NIO
CUSIP: 62914V106","Buy","0.000555","$18.00","($0.01)"
"8/31/2020","8/31/2020","9/2/2020","NIO","NIO
CUSIP: 62914V106","Buy","0.210884","$18.00","($3.80)"
"8/31/2020","8/31/2020","9/2/2020","NIO","NIO
CUSIP: 62914V106","Buy","27","$18.38","($496.19)"
"8/31/2020","8/31/2020","9/2/2020","BBBY","Bed Bath & Beyond
CUSIP: 690370101","Sell","5.6","$89.04","$498.62"
"8/31/2020","8/31/2020","8/31/2020","TSLA","Tesla
CUSIP: 88160R101","SPL","0.5269","",""
"8/28/2020","8/28/2020","9/1/2020","AMZN","Amazon
CUSIP: 023135106","Buy","0.070295","$3,414.14","($240.00)"
"8/28/2020","8/28/2020","9/1/2020","TSLA","Tesla
CUSIP: 88160R101","Buy","0.131734","$2,277.32","($300.00)"
"8/28/2020","8/28/2020","9/1/2020","USO","United States Oil Fund
CUSIP: 91232N207","Buy","15","$30.78","($461.70)"
"8/28/2020","8/28/2020","9/1/2020","BBBY","Bed Bath & Beyond
CUSIP: 690370101","Buy","5","$100.25","($501.25)"
"8/28/2020","8/28/2020","9/1/2020","NIO","NIO
CUSIP: 62914V106","Sell","79","$19.18","$1,515.18"
"8/25/2020","8/25/2020","8/27/2020","SPCE","Virgin Galactic Holdings
CUSIP: 92766K106","Buy","1","$17.44","($17.44)"
"8/25/2020","8/25/2020","8/27/2020","SPCE","Virgin Galactic Holdings
CUSIP: 92766K106","Buy","28.555274","$17.51","($500.00)"
"8/25/2020","8/25/2020","8/25/2020","","ACH Deposit","ACH","","","$500.00"
"8/21/2020","8/21/2020","8/25/2020","RCL","Royal Caribbean Group
CUSIP: V7780T103","Buy","3.998713","$61.89","($247.48)"
"8/21/2020","8/21/2020","8/25/2020","RCL","Royal Caribbean Group
CUSIP: V7780T103","Buy","0.04073","$61.87","($2.52)"
"8/21/2020","8/21/2020","8/25/2020","AMZN","Amazon
CUSIP: 023135106","Buy","0.091414","$3,281.76","($300.00)"
"8/21/2020","8/21/2020","8/25/2020","AXP","American Express
CUSIP: 025816109","Buy","2","$96.33","($192.66)"
"8/21/2020","8/21/2020","8/25/2020","NIO","NIO
CUSIP: 62914V106","Buy","10","$14.17","($141.68)"
"8/21/2020","8/21/2020","8/25/2020","CYRX","CryoPort
CUSIP: 229050307","Sell","10","$38.56","$385.65"
"8/21/2020","8/21/2020","8/25/2020","NVDA","NVIDIA
CUSIP: 67066G104","Sell","1","$504.41","$504.39"
"8/12/2020","8/12/2020","8/14/2020","USO","United States Oil Fund
CUSIP: 91232N207","Buy","16.362059","$30.56","($500.00)"
"8/12/2020","8/12/2020","8/12/2020","","ACH Deposit","ACH","","","$500.00"
"8/11/2020","8/11/2020","8/13/2020","AAL","American Airlines
CUSIP: 02376R102","Buy","4","$14.33","($57.31)"
"8/11/2020","8/11/2020","8/11/2020","","ACH Deposit","ACH","","","$500.00"
"8/11/2020","8/11/2020","8/13/2020","NVDA","NVIDIA
CUSIP: 67066G104","Buy","1","$442.02","($442.02)"
"8/10/2020","8/10/2020","8/10/2020","AXP","Cash Div: R/D 2020-07-02 P/D 2020-08-10 - 3 shares at 0.43","CDIV","","","$1.29"
"8/10/2020","8/10/2020","8/12/2020","BBBY","Bed Bath & Beyond
CUSIP: 690370101","Buy","0.6","$95.70","($57.42)"
"8/10/2020","8/10/2020","8/12/2020","CRM","Salesforce
CUSIP: 79466L302","Buy","1.3","$196.43","($255.36)"
"8/10/2020","8/10/2020","8/12/2020","SNDX","Syndax Pharmaceuticals
CUSIP: 87164F105","Sell","20","$15.50","$309.96"
"8/10/2020","8/10/2020","8/12/2020","CRM","Salesforce
CUSIP: 79466L302","Buy","1","$198.32","($198.32)"
"8/10/2020","8/10/2020","8/12/2020","INTC","Intel
CUSIP: 458140100","Buy","10","$48.68","($486.85)"
"8/10/2020","8/10/2020","8/12/2020","NIO","NIO
CUSIP: 62914V106","Buy","25","$14.01","($350.19)"
"8/10/2020","8/10/2020","8/10/2020","","ACH Deposit","ACH","","","$1,000.00"
"8/5/2020","8/5/2020","8/7/2020","INTC","Intel
CUSIP: 458140100","Buy","12.5","$48.79","($609.86)"
"8/5/2020","8/5/2020","8/7/2020","NIO","NIO
CUSIP: 62914V106","Buy","25","$13.87","($346.69)"
"8/5/2020","8/5/2020","8/5/2020","","ACH Deposit","ACH","","","$1,000.00"
"7/31/2020","7/31/2020","8/4/2020","NIO","NIO
CUSIP: 62914V106","Buy","7","$11.90","($83.28)"
"7/31/2020","7/31/2020","8/4/2020","GOOGL","Alphabet Class A
CUSIP: 02079K305","Buy","0.7","$1,464.84","($1,025.39)"
"7/31/2020","7/31/2020","8/4/2020","VHC","VirnetX
CUSIP: 92823T108","Sell","60","$5.06","$303.60"
"7/31/2020","7/31/2020","8/4/2020","LGTY","Logility Supply Chain Solutions
CUSIP: 029683109","Sell","25","$16.32","$408.00"
"7/31/2020","7/31/2020","8/4/2020","AORT","Artivion
CUSIP: 228903100","Sell","15","$18.42","$276.38"
"7/31/2020","7/31/2020","8/4/2020","TALO","Talos Energy
CUSIP: 87484T108","Sell","15","$6.69","$100.35"
"7/29/2020","7/29/2020","7/31/2020","NIO","NIO
CUSIP: 62914V106","Buy","12","$12.92","($155.00)"
"7/16/2020","7/16/2020","7/20/2020","CYRX","CryoPort
CUSIP: 229050307","Buy","5","$31.88","($159.38)"
"7/15/2020","7/15/2020","7/17/2020","CYRX","CryoPort
CUSIP: 229050307","Buy","5","$32.43","($162.15)"
"7/15/2020","7/15/2020","7/17/2020","CRM","Salesforce
CUSIP: 79466L302","Buy","2","$188.35","($376.70)"
"7/15/2020","7/15/2020","7/17/2020","VHC","VirnetX
CUSIP: 92823T108","Buy","40","$5.59","($223.53)"
"7/15/2020","7/15/2020","7/15/2020","","ACH Deposit","ACH","","","$1,000.00"
"7/15/2020","7/15/2020","7/17/2020","AMZN","Amazon
CUSIP: 023135106","Buy","0.15","$3,032.14","($454.82)"
"7/15/2020","7/15/2020","7/17/2020","EHTH","eHealth
CUSIP: 28238P109","Sell","3","$119.42","$358.25"
"7/15/2020","7/15/2020","7/17/2020","VHC","VirnetX
CUSIP: 92823T108","Buy","20","$5.23","($104.58)"
"7/15/2020","7/15/2020","7/17/2020","SRG","Seritage Growth Properties
CUSIP: 81752R100","Sell","10","$10.40","$104.00"
"7/14/2020","7/14/2020","7/14/2020","","Margin Interest Credit","MINT","","","$0.13"
"7/13/2020","7/13/2020","7/15/2020","DAL","Delta Air Lines
CUSIP: 247361702","Buy","50","$26.88","($1,343.91)"
"7/13/2020","7/13/2020","7/13/2020","","ACH Deposit","ACH","","","$1,000.00"
"7/6/2020","7/6/2020","7/8/2020","GE","GE
CUSIP: 369604103","Buy","60","$6.99","($419.21)"
"7/6/2020","7/6/2020","7/8/2020","DAL","Delta Air Lines
CUSIP: 247361702","Buy","20","$28.14","($562.80)"
"7/6/2020","7/6/2020","7/8/2020","TSLA","Tesla
CUSIP: 88160R101","Sell","0.4","$1,329.00","$531.58"
"7/6/2020","7/6/2020","7/8/2020","EBS","Emergent BioSolutions
CUSIP: 29089Q105","Sell","5","$87.83","$439.15"
"6/30/2020","6/30/2020","7/2/2020","RCL","Royal Caribbean Group
CUSIP: V7780T103","Buy","5","$49.71","($248.55)"
"6/30/2020","6/30/2020","7/2/2020","DAL","Delta Air Lines
CUSIP: 247361702","Buy","15","$28.20","($422.96)"
"6/26/2020","6/26/2020","6/26/2020","NVDA","Cash Div: R/D 2020-06-05 P/D 2020-06-26 - 2 shares at 0.16","CDIV","","","$0.32"
"6/25/2020","6/25/2020","6/29/2020","NCLH","Norwegian Cruise Line
CUSIP: G66721104","Buy","15","$15.77","($236.55)"
"6/25/2020","6/25/2020","6/29/2020","AAL","American Airlines
CUSIP: 02376R102","Buy","25","$12.62","($315.45)"
"6/23/2020","6/23/2020","6/25/2020","DAL","Delta Air Lines
CUSIP: 247361702","Buy","15","$29.31","($439.61)"
"6/22/2020","6/22/2020","6/24/2020","GRPN","Groupon
CUSIP: 399473206","Sell","10","$19.54","$195.38"
"6/19/2020","6/19/2020","6/23/2020","LGTY","Logility Supply Chain Solutions
CUSIP: 029683109","Buy","25","$17.82","($445.50)"
"6/18/2020","6/18/2020","6/22/2020","AORT","Artivion
CUSIP: 228903100","Buy","15","$20.02","($300.23)"
"6/18/2020","6/18/2020","6/22/2020","ENPH","Enphase Energy
CUSIP: 29355A107","Sell","20","$44.86","$897.27"
"6/17/2020","6/17/2020","6/19/2020","NVDA","NVIDIA
CUSIP: 67066G104","Sell","1","$369.49","$369.49"
"6/17/2020","6/17/2020","6/19/2020","TALO","Talos Energy
CUSIP: 87484T108","Buy","15","$11.85","($177.75)"
"6/17/2020","6/17/2020","6/19/2020","GRPN","Groupon
CUSIP: 399473206","Buy","10","$22.03","($220.30)"
"6/17/2020","6/17/2020","6/19/2020","ENPH","Enphase Energy
CUSIP: 29355A107","Buy","20","$38.43","($768.55)"
"6/17/2020","6/17/2020","6/19/2020","NCLH","Norwegian Cruise Line
CUSIP: G66721104","Buy","20","$19.11","($382.17)"
"6/17/2020","6/17/2020","6/19/2020","RCL","Royal Caribbean Group
CUSIP: V7780T103","Buy","7","$58.21","($407.49)"
"6/16/2020","6/16/2020","6/18/2020","NVDA","NVIDIA
CUSIP: 67066G104","Buy","1","$360.56","($360.56)"
"6/16/2020","6/16/2020","6/18/2020","TSLA","Tesla
CUSIP: 88160R101","Buy","0.4","$983.44","($393.38)"
"6/16/2020","6/16/2020","6/18/2020","SRG","Seritage Growth Properties
CUSIP: 81752R100","Sell","15","$14.64","$219.53"
"6/16/2020","6/16/2020","6/18/2020","SMAR","Smartsheet
CUSIP: 83200N103","Sell","15","$48.98","$734.68"
"6/16/2020","6/16/2020","6/18/2020","BBBY","Bed Bath & Beyond
CUSIP: 690370101","Sell","20","$22.15","$442.94"
"6/16/2020","6/16/2020","6/18/2020","NFLX","Netflix
CUSIP: 64110L106","Sell","1.5","$434.69","$652.02"
"6/16/2020","6/16/2020","6/18/2020","WMT","Walmart
CUSIP: 931142103","Sell","5","$118.96","$594.76"
"6/16/2020","6/16/2020","6/18/2020","UBER","Uber
CUSIP: 90353T100","Sell","15","$33.28","$499.24"
"6/15/2020","6/15/2020","6/17/2020","WMT","Walmart
CUSIP: 931142103","Buy","2","$117.58","($235.15)"
"6/12/2020","6/12/2020","6/16/2020","DIS","Disney
CUSIP: 254687106","Buy","2","$115.52","($231.04)"
"6/11/2020","6/11/2020","6/15/2020","UBER","Uber
CUSIP: 90353T100","Buy","15","$32.09","($481.32)"
"6/11/2020","6/11/2020","6/15/2020","BBBY","Bed Bath & Beyond
CUSIP: 690370101","Buy","20","$20.17","($403.40)"
"6/10/2020","6/10/2020","6/12/2020","NFLX","Netflix
CUSIP: 64110L106","Sell","1","$435.98","$435.98"
"6/10/2020","6/10/2020","6/12/2020","CRM","Salesforce
CUSIP: 79466L302","Sell","6","$180.59","$1,083.53"
"6/10/2020","6/10/2020","6/12/2020","GLW","Corning
CUSIP: 219350105","Sell","10","$27.73","$277.31"
"6/9/2020","6/9/2020","6/11/2020","SRG","Seritage Growth Properties
CUSIP: 81752R100","Buy","25","$16.40","($410.13)"
"6/9/2020","6/9/2020","6/11/2020","BBBY","Bed Bath & Beyond
CUSIP: 690370101","Sell","10","$23.19","$231.92"
"6/9/2020","6/9/2020","6/9/2020","","ACH Deposit","ACH","","","$1,000.00"
"6/9/2020","6/9/2020","6/11/2020","AXP","American Express
CUSIP: 025816109","Buy","3","$109.45","($328.36)"
"6/9/2020","6/9/2020","6/11/2020","GLW","Corning
CUSIP: 219350105","Buy","10","$26.63","($266.29)"
"6/9/2020","6/9/2020","6/11/2020","UBER","Uber
CUSIP: 90353T100","Sell","10","$36.69","$366.94"
"6/9/2020","6/9/2020","6/11/2020","AAL","American Airlines
CUSIP: 02376R102","Buy","7","$18.77","($131.39)"
"6/9/2020","6/9/2020","6/11/2020","AAL","American Airlines
CUSIP: 02376R102","Buy","16","$18.76","($300.24)"
"6/8/2020","6/8/2020","6/10/2020","SMAR","Smartsheet
CUSIP: 83200N103","Buy","5","$45.46","($227.33)"
"6/8/2020","6/8/2020","6/10/2020","EHTH","eHealth
CUSIP: 28238P109","Buy","3","$106.38","($319.13)"
"6/8/2020","6/8/2020","6/10/2020","AMZN","Amazon
CUSIP: 023135106","Sell","0.3","$2,527.29","$758.17"
"6/8/2020","6/8/2020","6/10/2020","EBS","Emergent BioSolutions
CUSIP: 29089Q105","Buy","5","$70.68","($353.41)"
"6/8/2020","6/8/2020","6/10/2020","UBER","Uber
CUSIP: 90353T100","Buy","10","$36.36","($363.60)"
"6/8/2020","6/8/2020","6/10/2020","DAL","Delta Air Lines
CUSIP: 247361702","Buy","20","$36.08","($721.60)"
"6/8/2020","6/8/2020","6/10/2020","NCLH","Norwegian Cruise Line
CUSIP: G66721104","Buy","20","$24.94","($498.70)"
"6/8/2020","6/8/2020","6/10/2020","DIS","Disney
CUSIP: 254687106","Buy","2","$124.83","($249.66)"
"6/8/2020","6/8/2020","6/10/2020","NIO","NIO
CUSIP: 62914V106","Sell","70","$5.76","$403.20"
"6/8/2020","6/8/2020","6/10/2020","WORK","Slack
CUSIP: 83088V102","Sell","10","$30.76","$307.62"
"6/8/2020","6/8/2020","6/10/2020","PLUG","Plug Power
CUSIP: 72919P202","Sell","50","$4.98","$249.00"
"6/8/2020","6/8/2020","6/10/2020","WMT","Walmart
CUSIP: 931142103","Buy","3","$119.97","($359.90)"
"6/5/2020","6/5/2020","6/9/2020","VERI","Veritone
CUSIP: 92347M100","Sell","40","$11.83","$473.36"
"6/5/2020","6/5/2020","6/9/2020","WORK","Slack
CUSIP: 83088V102","Buy","10","$33.06","($330.59)"
"6/5/2020","6/5/2020","6/9/2020","VERI","Veritone
CUSIP: 92347M100","Buy","40","$11.26","($450.36)"
"6/5/2020","6/5/2020","6/9/2020","BBBY","Bed Bath & Beyond
CUSIP: 690370101","Buy","10","$21.73","($217.30)"
"6/5/2020","6/5/2020","6/9/2020","PLUG","Plug Power
CUSIP: 72919P202","Buy","50","$4.80","($239.89)"
"6/5/2020","6/5/2020","6/9/2020","NIO","NIO
CUSIP: 62914V106","Buy","70","$5.72","($400.39)"
"6/5/2020","6/5/2020","6/9/2020","TIF","Tiffany
CUSIP: 886547108","Sell","4","$123.92","$495.68"
"6/5/2020","6/5/2020","6/9/2020","NVDA","NVIDIA
CUSIP: 67066G104","Sell","2","$348.65","$697.28"
"6/5/2020","6/5/2020","6/9/2020","SNDX","Syndax Pharmaceuticals
CUSIP: 87164F105","Buy","20","$16.93","($338.60)"
"6/5/2020","6/5/2020","6/9/2020","OSUR","OraSure Technologies
CUSIP: 68554V108","Sell","30","$10.94","$328.20"
"6/4/2020","6/4/2020","6/8/2020","SMAR","Smartsheet
CUSIP: 83200N103","Buy","10","$46.17","($461.73)"
"6/4/2020","6/4/2020","6/8/2020","BBBY","Bed Bath & Beyond
CUSIP: 690370101","Sell","15","$22.87","$343.05"
"6/4/2020","6/4/2020","6/8/2020","NCLH","Norwegian Cruise Line
CUSIP: G66721104","Sell","40","$17.74","$709.59"
"6/4/2020","6/4/2020","6/8/2020","TIF","Tiffany
CUSIP: 886547108","Buy","4","$113.45","($453.80)"
"6/3/2020","6/3/2020","6/5/2020","NFLX","Netflix
CUSIP: 64110L106","Buy","1","$418.76","($418.76)"
"6/3/2020","6/3/2020","6/5/2020","BBBY","Bed Bath & Beyond
CUSIP: 690370101","Buy","15","$20.75","($311.25)"
"6/3/2020","6/3/2020","6/5/2020","DAL","Delta Air Lines
CUSIP: 247361702","Sell","20","$27.34","$546.78"
"6/3/2020","6/3/2020","6/5/2020","NCLH","Norwegian Cruise Line
CUSIP: G66721104","Buy","40","$17.09","($683.56)"
"6/3/2020","6/3/2020","6/5/2020","META","Meta Platforms
CUSIP: 30303M102","Sell","4","$232.41","$929.62"
"6/2/2020","6/2/2020","6/4/2020","OSUR","OraSure Technologies
CUSIP: 68554V108","Buy","30","$12.07","($362.10)"
"6/2/2020","6/2/2020","6/4/2020","META","Meta Platforms
CUSIP: 30303M102","Buy","1","$228.32","($228.32)"
"6/2/2020","6/2/2020","6/4/2020","AAL","American Airlines
CUSIP: 02376R102","Sell","50","$11.43","$571.49"
"6/2/2020","6/2/2020","6/4/2020","RCL","Royal Caribbean Group
CUSIP: V7780T103","Sell","8","$57.70","$461.63"
"6/2/2020","6/2/2020","6/4/2020","NCLH","Norwegian Cruise Line
CUSIP: G66721104","Sell","30","$17.95","$538.48"
"6/2/2020","6/2/2020","6/4/2020","CRM","Salesforce
CUSIP: 79466L302","Buy","1","$173.18","($173.18)"
"6/1/2020","6/1/2020","6/1/2020","INTC","Cash Div: R/D 2020-05-07 P/D 2020-06-01 - 8 shares at 0.33","CDIV","","","$2.64"
"6/1/2020","6/1/2020","6/1/2020","WMT","Cash Div: R/D 2020-05-08 P/D 2020-06-01 - 5 shares at 0.54","CDIV","","","$2.70"
"6/1/2020","6/1/2020","6/3/2020","NVDA","NVIDIA
CUSIP: 67066G104","Buy","1","$351.12","($351.12)"
"6/1/2020","6/1/2020","6/3/2020","ARCT","Arcturus Therapeutics Holdings
CUSIP: 03969T109","Sell","5","$37.77","$188.83"
"6/1/2020","6/1/2020","6/3/2020","CRM","Salesforce
CUSIP: 79466L302","Buy","2","$173.88","($347.76)"
"5/29/2020","5/29/2020","6/2/2020","NIO","NIO
CUSIP: 62914V106","Sell","100","$3.96","$396.24"
"5/29/2020","5/29/2020","6/2/2020","CRM","Salesforce
CUSIP: 79466L302","Buy","3","$173.28","($519.83)"
"5/28/2020","5/28/2020","6/1/2020","NIO","NIO
CUSIP: 62914V106","Buy","100","$3.90","($390.50)"
"5/28/2020","5/28/2020","6/1/2020","DAL","Delta Air Lines
CUSIP: 247361702","Buy","20","$25.25","($505.00)"
